Scorecard,Team 1,Team 2,Ground,Winner,Host,Day,Month,Year,WinInn
ODI # 3270,Afghanistan,Netherlands,Sharjah,Netherlands,U.A.E.,29,Mar,2012,2
ODI # 3271,Afghanistan,Netherlands,Sharjah,Afghanistan,U.A.E.,31,Mar,2012,2
ODI # 3272,Sri Lanka,Pakistan,Pallekele,Pakistan,,7,Jun,2012,2
ODI # 3273,Sri Lanka,Pakistan,Pallekele,Sri Lanka,,9,Jun,2012,1
ODI # 3275,Sri Lanka,Pakistan,Colombo,Sri Lanka,Sri Lanka,16,Jun,2012,1
ODI # 3276,England,West Indies,Southampton,England,England,16,Jun,2012,1
ODI # 3277,Sri Lanka,Pakistan,Colombo,Sri Lanka,Sri Lanka,18,Jun,2012,2
ODI # 3278,England,West Indies,The Oval,England,England,19,Jun,2012,2
ODI # 3280,England,Australia,Lord's,England,England,29,Jun,2012,1
ODI # 3281,England,Australia,The Oval,England,England,1,Jul,2012,2
ODI # 3282,Ireland,Afghanistan,Dublin,Ireland,Ireland,5,Jul,2012,1
ODI # 3283,West Indies,New Zealand,Kingston,West Indies,West Indies,5,Jul,2012,2
ODI # 3284,England,Australia,Chester,England,England,7,Jul,2012,2
ODI # 3285,West Indies,New Zealand,Kingston,West Indies,West Indies,7,Jul,2012,1
ODI # 3286,England,Australia,Manchester,England,England,10,Jul,2012,2
ODI # 3287,Scotland,Canada,Ayr,Scotland,Scotland,11-12,Jul,2012,2
ODI # 3288,West Indies,New Zealand,Basseterre,New Zealand,West Indies,11,Jul,2012,1
ODI # 3289,West Indies,New Zealand,Basseterre,West Indies,West Indies,14,Jul,2012,1
ODI # 3290,West Indies,New Zealand,Basseterre,West Indies,West Indies,16,Jul,2012,1
ODI # 3291,Sri Lanka,India,Hambantota,India,Sri Lanka,21,Jul,2012,1
ODI # 3292,Sri Lanka,India,Hambantota,Sri Lanka,Sri Lanka,24,Jul,2012,2
ODI # 3293,Sri Lanka,India,Colombo,India,Sri Lanka,28,Jul,2012,2
ODI # 3294,Sri Lanka,India,Colombo,India,Sri Lanka,31,Jul,2012,2
ODI # 3295,Sri Lanka,India,Pallekele,India,,4,Aug,2012,1
ODI # 3297,Afghanistan,Australia,Sharjah,Australia,U.A.E.,25,Aug,2012,1
ODI # 3298,England,South Africa,Southampton,South Africa,England,28,Aug,2012,1
ODI # 3299,Australia,Pakistan,Sharjah,Australia,U.A.E.,28,Aug,2012,2
ODI # 3300,England,South Africa,The Oval,England,England,31,Aug,2012,2
ODI # 3301,Australia,Pakistan,Abu Dhabi,Pakistan,U.A.E.,31,Aug,2012,2
ODI # 3302,England,South Africa,Lord's,England,England,2,Sep,2012,2
ODI # 3303,Australia,Pakistan,Sharjah,Australia,U.A.E.,3,Sep,2012,2
ODI # 3304,England,South Africa,Nottingham,South Africa,England,5,Sep,2012,2
ODI # 3305,Sri Lanka,New Zealand,Pallekele,Sri Lanka,,4,Nov,2012,1
ODI # 3306,Sri Lanka,New Zealand,Pallekele,Sri Lanka,,6,Nov,2012,2
ODI # 3307,Sri Lanka,New Zealand,Hambantota,Sri Lanka,Sri Lanka,10,Nov,2012,2
ODI # 3309,Bangladesh,West Indies,Khulna,Bangladesh,Bangladesh,30,Nov,2012,2
ODI # 3310,Bangladesh,West Indies,Khulna,Bangladesh,Bangladesh,2,Dec,2012,1
ODI # 3311,Bangladesh,West Indies,Dhaka,West Indies,Bangladesh,5,Dec,2012,2
ODI # 3312,Bangladesh,West Indies,Dhaka,West Indies,Bangladesh,7,Dec,2012,1
ODI # 3313,Bangladesh,West Indies,Dhaka,Bangladesh,Bangladesh,8,Dec,2012,2
ODI # 3314,India,Pakistan,Chennai,Pakistan,India,30,Dec,2012,2
ODI # 3315,India,Pakistan,Kolkata,Pakistan,India,3,Jan,2013,1
ODI # 3316,India,Pakistan,Delhi,India,India,6,Jan,2013,1
ODI # 3317,Australia,Sri Lanka,Melbourne,Australia,Australia,11,Jan,2013,1
ODI # 3318,India,England,Rajkot,England,India,11,Jan,2013,1
ODI # 3319,Australia,Sri Lanka,Adelaide,Sri Lanka,Australia,13,Jan,2013,2
ODI # 3320,India,England,Kochi,India,India,15,Jan,2013,1
ODI # 3321,Australia,Sri Lanka,Brisbane,Sri Lanka,Australia,18,Jan,2013,2
ODI # 3322,India,England,Ranchi,India,India,19,Jan,2013,2
ODI # 3323,South Africa,New Zealand,Paarl,New Zealand,South Africa,19,Jan,2013,2
ODI # 3325,South Africa,New Zealand,Kimberley,New Zealand,South Africa,22,Jan,2013,1
ODI # 3326,Australia,Sri Lanka,Hobart,Australia,Australia,23,Jan,2013,1
ODI # 3327,India,England,Mohali,India,,23,Jan,2013,2
ODI # 3328,South Africa,New Zealand,Potchefstroom,South Africa,South Africa,25,Jan,2013,2
ODI # 3329,India,England,Dharamsala,England,India,27,Jan,2013,2
ODI # 3330,Australia,West Indies,Perth,Australia,Australia,1,Feb,2013,2
ODI # 3331,Australia,West Indies,Perth,Australia,Australia,3,Feb,2013,1
ODI # 3332,Australia,West Indies,Canberra,Australia,Australia,6,Feb,2013,1
ODI # 3333,Australia,West Indies,Sydney,Australia,Australia,8,Feb,2013,2
ODI # 3334,Australia,West Indies,Melbourne,Australia,Australia,10,Feb,2013,1
ODI # 3335,New Zealand,England,Hamilton,New Zealand,New Zealand,17,Feb,2013,2
ODI # 3336,New Zealand,England,Napier,England,New Zealand,20,Feb,2013,2
ODI # 3337,West Indies,Zimbabwe,St George's,West Indies,West Indies,22,Feb,2013,1
ODI # 3338,New Zealand,England,Auckland,England,New Zealand,23,Feb,2013,2
ODI # 3339,West Indies,Zimbabwe,St George's,West Indies,West Indies,24,Feb,2013,2
ODI # 3340,West Indies,Zimbabwe,St George's,West Indies,West Indies,26,Feb,2013,2
ODI # 3341,Afghanistan,Scotland,Sharjah,Afghanistan,U.A.E.,6,Mar,2013,2
ODI # 3342,Afghanistan,Scotland,Sharjah,Afghanistan,U.A.E.,8,Mar,2013,2
ODI # 3343,South Africa,Pakistan,Bloemfontein,South Africa,South Africa,10,Mar,2013,1
ODI # 3344,Canada,Kenya,ICCA Dubai,Kenya,U.A.E.,11,Mar,2013,2
ODI # 3345,Canada,Kenya,ICCA Dubai,Kenya,U.A.E.,13,Mar,2013,2
ODI # 3346,South Africa,Pakistan,Centurion,Pakistan,South Africa,15,Mar,2013,2
ODI # 3347,South Africa,Pakistan,Johannesburg,South Africa,South Africa,17,Mar,2013,1
ODI # 3348,South Africa,Pakistan,Durban,Pakistan,South Africa,21,Mar,2013,2
ODI # 3349,Sri Lanka,Bangladesh,Hambantota,Sri Lanka,Sri Lanka,23,Mar,2013,2
ODI # 3350,South Africa,Pakistan,Benoni,South Africa,South Africa,24,Mar,2013,2
ODI # 3352,Sri Lanka,Bangladesh,Pallekele,Bangladesh,,28,Mar,2013,2
ODI # 3353,Zimbabwe,Bangladesh,Bulawayo,Bangladesh,Zimbabwe,3,May,2013,1
ODI # 3354,Zimbabwe,Bangladesh,Bulawayo,Zimbabwe,Zimbabwe,5,May,2013,2
ODI # 3355,Zimbabwe,Bangladesh,Bulawayo,Zimbabwe,Zimbabwe,8,May,2013,2
ODI # 3356,Scotland,Pakistan,Edinburgh,Pakistan,Scotland,17,May,2013,1
ODI # 3358,Ireland,Pakistan,Dublin,Pakistan,Ireland,26,May,2013,2
ODI # 3359,Netherlands,South Africa,Amstelveen,South Africa,Netherlands,31,May,2013,1
ODI # 3360,England,New Zealand,Lord's,New Zealand,England,31,May,2013,2
ODI # 3361,England,New Zealand,Southampton,New Zealand,England,2,Jun,2013,1
ODI # 3362,England,New Zealand,Nottingham,England,England,5,Jun,2013,1
ODI # 3363,India,South Africa,Cardiff,India,England,6,Jun,2013,1
ODI # 3364,Pakistan,West Indies,The Oval,West Indies,England,7,Jun,2013,2
ODI # 3365,England,Australia,Birmingham,England,England,8,Jun,2013,1
ODI # 3366,New Zealand,Sri Lanka,Cardiff,New Zealand,England,9,Jun,2013,2
ODI # 3367,Pakistan,South Africa,Birmingham,South Africa,England,10,Jun,2013,1
ODI # 3368,India,West Indies,The Oval,India,England,11,Jun,2013,2
ODI # 3370,England,Sri Lanka,The Oval,Sri Lanka,England,13,Jun,2013,2
ODI # 3372,India,Pakistan,Birmingham,India,England,15,Jun,2013,2
ODI # 3373,England,New Zealand,Cardiff,England,England,16,Jun,2013,1
ODI # 3374,Australia,Sri Lanka,The Oval,Sri Lanka,England,17,Jun,2013,1
ODI # 3375,England,South Africa,The Oval,England,England,19,Jun,2013,2
ODI # 3376,India,Sri Lanka,Cardiff,India,England,20,Jun,2013,2
ODI # 3377,England,India,Birmingham,India,England,23,Jun,2013,1
ODI # 3378,West Indies,Sri Lanka,Kingston,West Indies,West Indies,28,Jun,2013,2
ODI # 3379,Scotland,Kenya,Aberdeen,Scotland,Scotland,30,Jun,2013,1
ODI # 3380,West Indies,India,Kingston,West Indies,West Indies,30,Jun,2013,2
ODI # 3381,Scotland,Kenya,Aberdeen,Scotland,Scotland,2-3,Jul,2013,2
ODI # 3382,India,Sri Lanka,Kingston,Sri Lanka,West Indies,2,Jul,2013,1
ODI # 3383,West Indies,India,Port of Spain,India,West Indies,5,Jul,2013,1
ODI # 3384,Netherlands,Ireland,Amstelveen,Ireland,Netherlands,7,Jul,2013,1
ODI # 3385,West Indies,Sri Lanka,Port of Spain,Sri Lanka,West Indies,7-8,Jul,2013,1
ODI # 3387,India,Sri Lanka,Port of Spain,India,West Indies,9,Jul,2013,1
ODI # 3388,India,Sri Lanka,Port of Spain,India,West Indies,11,Jul,2013,2
ODI # 3389,West Indies,Pakistan,Providence,Pakistan,West Indies,14,Jul,2013,1
ODI # 3390,West Indies,Pakistan,Providence,West Indies,West Indies,16,Jul,2013,1
ODI # 3392,Sri Lanka,South Africa,Colombo,Sri Lanka,Sri Lanka,20,Jul,2013,1
ODI # 3393,West Indies,Pakistan,Gros Islet,Pakistan,West Indies,21,Jul,2013,2
ODI # 3394,Sri Lanka,South Africa,Colombo,Sri Lanka,Sri Lanka,23,Jul,2013,1
ODI # 3395,Zimbabwe,India,Harare,India,Zimbabwe,24,Jul,2013,2
ODI # 3396,West Indies,Pakistan,Gros Islet,Pakistan,West Indies,24,Jul,2013,2
ODI # 3397,Zimbabwe,India,Harare,India,Zimbabwe,26,Jul,2013,1
ODI # 3398,Sri Lanka,South Africa,Pallekele,South Africa,,26,Jul,2013,1
ODI # 3399,Zimbabwe,India,Harare,India,Zimbabwe,28,Jul,2013,2
ODI # 3400,Sri Lanka,South Africa,Pallekele,Sri Lanka,,28,Jul,2013,2
ODI # 3401,Sri Lanka,South Africa,Colombo,Sri Lanka,Sri Lanka,31,Jul,2013,1
ODI # 3402,Zimbabwe,India,Bulawayo,India,Zimbabwe,1,Aug,2013,2
ODI # 3403,Zimbabwe,India,Bulawayo,India,Zimbabwe,3,Aug,2013,2
ODI # 3404,Zimbabwe,Pakistan,Harare,Zimbabwe,Zimbabwe,27,Aug,2013,2
ODI # 3406,Zimbabwe,Pakistan,Harare,Pakistan,Zimbabwe,29,Aug,2013,1
ODI # 3407,Canada,Netherlands,King City,Netherlands,Canada,29,Aug,2013,2
ODI # 3408,Zimbabwe,Pakistan,Harare,Pakistan,Zimbabwe,31,Aug,2013,1
ODI # 3409,Ireland,England,Dublin,England,Ireland,3,Sep,2013,2
ODI # 3410,Scotland,Australia,Edinburgh,Australia,Scotland,3,Sep,2013,1
ODI # 3411,Ireland,Scotland,Belfast,Ireland,Ireland,6,Sep,2013,2
ODI # 3412,England,Australia,Manchester,Australia,England,8,Sep,2013,1
ODI # 3413,Ireland,Scotland,Belfast,Ireland,Ireland,8,Sep,2013,2
ODI # 3415,England,Australia,Cardiff,England,England,14,Sep,2013,2
ODI # 3416,England,Australia,Southampton,Australia,England,16,Sep,2013,1
ODI # 3417,Afghanistan,Kenya,Sharjah,Afghanistan,U.A.E.,2,Oct,2013,2
ODI # 3418,Afghanistan,Kenya,Sharjah,Afghanistan,U.A.E.,4,Oct,2013,2
ODI # 3419,India,Australia,Pune,Australia,India,13,Oct,2013,1
ODI # 3420,India,Australia,Jaipur,India,India,16,Oct,2013,2
ODI # 3421,India,Australia,Mohali,Australia,,19,Oct,2013,2
ODI # 3423,Bangladesh,New Zealand,Dhaka,Bangladesh,Bangladesh,29,Oct,2013,1
ODI # 3424,India,Australia,Nagpur,India,India,30,Oct,2013,2
ODI # 3425,Pakistan,South Africa,Sharjah,South Africa,U.A.E.,30,Oct,2013,1
ODI # 3426,Bangladesh,New Zealand,Dhaka,Bangladesh,Bangladesh,31,Oct,2013,1
ODI # 3427,Pakistan,South Africa,Dubai,Pakistan,U.A.E.,1,Nov,2013,1
ODI # 3428,India,Australia,Bengaluru,India,India,2,Nov,2013,1
ODI # 3429,Bangladesh,New Zealand,Fatullah,Bangladesh,Bangladesh,3,Nov,2013,2
ODI # 3430,Pakistan,South Africa,Abu Dhabi,South Africa,U.A.E.,6,Nov,2013,1
ODI # 3431,Pakistan,South Africa,Abu Dhabi,South Africa,U.A.E.,8,Nov,2013,1
ODI # 3433,Pakistan,South Africa,Sharjah,South Africa,U.A.E.,11,Nov,2013,1
ODI # 3434,Sri Lanka,New Zealand,Hambantota,New Zealand,Sri Lanka,12,Nov,2013,2
ODI # 3435,Sri Lanka,New Zealand,Dambulla,Sri Lanka,Sri Lanka,16,Nov,2013,1
ODI # 3436,India,West Indies,Kochi,India,India,21,Nov,2013,2
ODI # 3437,India,West Indies,Visakhapatnam,West Indies,India,24,Nov,2013,2
ODI # 3438,South Africa,Pakistan,Cape Town,Pakistan,South Africa,24,Nov,2013,1
ODI # 3439,India,West Indies,Kanpur,India,India,27,Nov,2013,2
ODI # 3440,South Africa,Pakistan,Port Elizabeth,Pakistan,South Africa,27,Nov,2013,1
ODI # 3441,South Africa,Pakistan,Centurion,South Africa,South Africa,30,Nov,2013,2
ODI # 3442,South Africa,India,Johannesburg,South Africa,South Africa,5,Dec,2013,1
ODI # 3443,South Africa,India,Durban,South Africa,South Africa,8,Dec,2013,1
ODI # 3445,Pakistan,Sri Lanka,Sharjah,Pakistan,U.A.E.,18,Dec,2013,1
ODI # 3446,Pakistan,Sri Lanka,Dubai,Sri Lanka,U.A.E.,20,Dec,2013,2
ODI # 3447,Pakistan,Sri Lanka,Sharjah,Pakistan,U.A.E.,22,Dec,2013,1
ODI # 3448,Pakistan,Sri Lanka,Abu Dhabi,Pakistan,U.A.E.,25,Dec,2013,2
ODI # 3449,New Zealand,West Indies,Auckland,West Indies,New Zealand,26,Dec,2013,2
ODI # 3450,Pakistan,Sri Lanka,Abu Dhabi,Sri Lanka,U.A.E.,27,Dec,2013,2
ODI # 3451,New Zealand,West Indies,Queenstown,New Zealand,New Zealand,1,Jan,2014,1
ODI # 3452,New Zealand,West Indies,Nelson,New Zealand,New Zealand,4,Jan,2014,1
ODI # 3453,New Zealand,West Indies,Hamilton,West Indies,New Zealand,8,Jan,2014,1
ODI # 3454,Australia,England,Melbourne,Australia,Australia,12,Jan,2014,2
ODI # 3455,Australia,England,Brisbane,Australia,Australia,17,Jan,2014,2
ODI # 3456,New Zealand,India,Napier,New Zealand,New Zealand,19,Jan,2014,1
ODI # 3457,Australia,England,Sydney,Australia,Australia,19,Jan,2014,2
ODI # 3458,New Zealand,India,Hamilton,New Zealand,New Zealand,22,Jan,2014,1
ODI # 3459,Canada,Scotland,Christchurch,Scotland,New Zealand,23,Jan,2014,1
ODI # 3460,Kenya,Netherlands,Lincoln,Kenya,New Zealand,23,Jan,2014,2
ODI # 3461,Australia,England,Perth,England,Australia,24,Jan,2014,1
ODI # 3463,Australia,England,Adelaide,Australia,Australia,26,Jan,2014,1
ODI # 3464,Canada,Netherlands,Mount Maunganui,Netherlands,New Zealand,28,Jan,2014,2
ODI # 3465,New Zealand,India,Hamilton,New Zealand,New Zealand,28,Jan,2014,2
ODI # 3466,Kenya,Scotland,Christchurch,Scotland,New Zealand,30,Jan,2014,2
ODI # 3467,New Zealand,India,Wellington,New Zealand,New Zealand,31,Jan,2014,1
ODI # 3468,Scotland,U.A.E.,Lincoln,Scotland,New Zealand,1,Feb,2014,1
ODI # 3469,Bangladesh,Sri Lanka,Dhaka,Sri Lanka,Bangladesh,17,Feb,2014,1
ODI # 3470,Bangladesh,Sri Lanka,Dhaka,Sri Lanka,Bangladesh,20,Feb,2014,1
ODI # 3471,Bangladesh,Sri Lanka,Dhaka,Sri Lanka,Bangladesh,22,Feb,2014,2
ODI # 3472,West Indies,Ireland,Kingston,West Indies,West Indies,23,Feb,2014,2
ODI # 3473,Pakistan,Sri Lanka,Fatullah,Sri Lanka,Bangladesh,25,Feb,2014,1
ODI # 3474,Bangladesh,India,Fatullah,India,Bangladesh,26,Feb,2014,2
ODI # 3475,Afghanistan,Pakistan,Fatullah,Pakistan,Bangladesh,27,Feb,2014,1
ODI # 3476,India,Sri Lanka,Fatullah,Sri Lanka,Bangladesh,28,Feb,2014,2
ODI # 3477,West Indies,England,North Sound,West Indies,West Indies,28,Feb,2014,1
ODI # 3478,Bangladesh,Afghanistan,Fatullah,Afghanistan,Bangladesh,1,Mar,2014,1
ODI # 3479,India,Pakistan,Dhaka,Pakistan,Bangladesh,2,Mar,2014,2
ODI # 3480,West Indies,England,North Sound,England,West Indies,2,Mar,2014,2
ODI # 3481,Afghanistan,Sri Lanka,Dhaka,Sri Lanka,Bangladesh,3,Mar,2014,1
ODI # 3482,Bangladesh,Pakistan,Dhaka,Pakistan,Bangladesh,4,Mar,2014,2
ODI # 3483,Afghanistan,India,Dhaka,India,Bangladesh,5,Mar,2014,2
ODI # 3484,West Indies,England,North Sound,England,West Indies,5,Mar,2014,1
ODI # 3485,Bangladesh,Sri Lanka,Dhaka,Sri Lanka,Bangladesh,6,Mar,2014,2
ODI # 3486,Pakistan,Sri Lanka,Dhaka,Sri Lanka,Bangladesh,8,Mar,2014,2
ODI # 3487,Afghanistan,Hong Kong,Kuala Lumpur,Afghanistan,Malaysia,1,May,2014,2
ODI # 3488,Afghanistan,U.A.E.,Kuala Lumpur,Afghanistan,Malaysia,2,May,2014,1
ODI # 3489,Hong Kong,U.A.E.,Kuala Lumpur,U.A.E.,Malaysia,4,May,2014,2
ODI # 3490,Ireland,Sri Lanka,Dublin,Sri Lanka,Ireland,6,May,2014,1
ODI # 3491,Scotland,England,Aberdeen,England,Scotland,9,May,2014,1
ODI # 3492,England,Sri Lanka,The Oval,England,England,22,May,2014,1
ODI # 3493,England,Sri Lanka,Chester,Sri Lanka,England,25,May,2014,1
ODI # 3494,England,Sri Lanka,Manchester,England,England,28,May,2014,2
ODI # 3495,England,Sri Lanka,Lord's,Sri Lanka,England,31,May,2014,1
ODI # 3496,England,Sri Lanka,Birmingham,Sri Lanka,England,3,Jun,2014,2
ODI # 3497,Bangladesh,India,Dhaka,India,Bangladesh,15,Jun,2014,2
ODI # 3498,Bangladesh,India,Dhaka,India,Bangladesh,17,Jun,2014,1
ODI # 3500,Sri Lanka,South Africa,Colombo,South Africa,Sri Lanka,6,Jul,2014,1
ODI # 3501,Sri Lanka,South Africa,Pallekele,Sri Lanka,,9,Jul,2014,1
ODI # 3502,Sri Lanka,South Africa,Hambantota,South Africa,Sri Lanka,12,Jul,2014,1
ODI # 3503,Zimbabwe,Afghanistan,Bulawayo,Zimbabwe,Zimbabwe,18,Jul,2014,2
ODI # 3504,Zimbabwe,Afghanistan,Bulawayo,Zimbabwe,Zimbabwe,20,Jul,2014,2
ODI # 3505,Zimbabwe,Afghanistan,Bulawayo,Afghanistan,Zimbabwe,22,Jul,2014,2
ODI # 3506,Zimbabwe,Afghanistan,Bulawayo,Afghanistan,Zimbabwe,24,Jul,2014,1
ODI # 3507,Zimbabwe,South Africa,Bulawayo,South Africa,Zimbabwe,17,Aug,2014,1
ODI # 3508,Zimbabwe,South Africa,Bulawayo,South Africa,Zimbabwe,19,Aug,2014,1
ODI # 3509,West Indies,Bangladesh,St George's,West Indies,West Indies,20,Aug,2014,2
ODI # 3510,Zimbabwe,South Africa,Bulawayo,South Africa,Zimbabwe,21,Aug,2014,2
ODI # 3511,West Indies,Bangladesh,St George's,West Indies,West Indies,22,Aug,2014,1
ODI # 3512,Sri Lanka,Pakistan,Hambantota,Pakistan,Sri Lanka,23,Aug,2014,2
ODI # 3513,Zimbabwe,Australia,Harare,Australia,Zimbabwe,25,Aug,2014,1
ODI # 3514,West Indies,Bangladesh,Basseterre,West Indies,West Indies,25,Aug,2014,1
ODI # 3515,Sri Lanka,Pakistan,Hambantota,Sri Lanka,Sri Lanka,26,Aug,2014,1
ODI # 3516,Australia,South Africa,Harare,South Africa,Zimbabwe,27,Aug,2014,2
ODI # 3517,England,India,Cardiff,India,England,27,Aug,2014,1
ODI # 3518,Zimbabwe,South Africa,Harare,South Africa,Zimbabwe,29,Aug,2014,1
ODI # 3519,Sri Lanka,Pakistan,Dambulla,Sri Lanka,Sri Lanka,30,Aug,2014,2
ODI # 3520,England,India,Nottingham,India,England,30,Aug,2014,2
ODI # 3521,Zimbabwe,Australia,Harare,Zimbabwe,Zimbabwe,31,Aug,2014,2
ODI # 3522,Australia,South Africa,Harare,Australia,Zimbabwe,2,Sep,2014,1
ODI # 3523,England,India,Birmingham,India,England,2,Sep,2014,2
ODI # 3524,Zimbabwe,South Africa,Harare,South Africa,Zimbabwe,4,Sep,2014,1
ODI # 3525,England,India,Leeds,England,England,5,Sep,2014,1
ODI # 3526,Australia,South Africa,Harare,South Africa,Zimbabwe,6,Sep,2014,2
ODI # 3527,Ireland,Scotland,Dublin,Ireland,Ireland,8,Sep,2014,2
ODI # 3528,Ireland,Scotland,Dublin,Ireland,Ireland,10,Sep,2014,2
ODI # 3529,Ireland,Scotland,Dublin,Scotland,Ireland,12,Sep,2014,2
ODI # 3530,Australia,Pakistan,Sharjah,Australia,U.A.E.,7,Oct,2014,1
ODI # 3531,India,West Indies,Kochi,West Indies,India,8,Oct,2014,1
ODI # 3532,Australia,Pakistan,Dubai,Australia,U.A.E.,10,Oct,2014,2
ODI # 3533,India,West Indies,Delhi,India,India,11,Oct,2014,1
ODI # 3534,Australia,Pakistan,Abu Dhabi,Australia,U.A.E.,12,Oct,2014,1
ODI # 3535,India,West Indies,Dharamsala,India,India,17,Oct,2014,1
ODI # 3536,New Zealand,South Africa,Mount Maunganui,South Africa,New Zealand,21,Oct,2014,2
ODI # 3537,New Zealand,South Africa,Mount Maunganui,South Africa,New Zealand,24,Oct,2014,1
ODI # 3539,India,Sri Lanka,Cuttack,India,India,2,Nov,2014,1
ODI # 3540,India,Sri Lanka,Ahmedabad,India,India,6,Nov,2014,2
ODI # 3541,Hong Kong,P.N.G.,Townsville,P.N.G.,Australia,8,Nov,2014,2
ODI # 3542,Hong Kong,P.N.G.,Townsville,P.N.G.,Australia,9,Nov,2014,2
ODI # 3543,India,Sri Lanka,Hyderabad,India,India,9,Nov,2014,2
ODI # 3544,India,Sri Lanka,Kolkata,India,India,13,Nov,2014,1
ODI # 3545,Australia,South Africa,Perth,Australia,Australia,14,Nov,2014,1
ODI # 3546,Australia,South Africa,Perth,South Africa,Australia,16,Nov,2014,2
ODI # 3547,India,Sri Lanka,Ranchi,India,India,16,Nov,2014,2
ODI # 3548,Australia,South Africa,Canberra,Australia,Australia,19,Nov,2014,1
ODI # 3549,Australia,South Africa,Melbourne,Australia,Australia,21,Nov,2014,2
ODI # 3550,Bangladesh,Zimbabwe,Chittagong,Bangladesh,Bangladesh,21,Nov,2014,1
ODI # 3551,Australia,South Africa,Sydney,Australia,Australia,23,Nov,2014,2
ODI # 3552,Bangladesh,Zimbabwe,Chittagong,Bangladesh,Bangladesh,23,Nov,2014,1
ODI # 3553,Bangladesh,Zimbabwe,Dhaka,Bangladesh,Bangladesh,26,Nov,2014,1
ODI # 3554,Sri Lanka,England,Colombo,Sri Lanka,Sri Lanka,26,Nov,2014,1
ODI # 3555,Bangladesh,Zimbabwe,Dhaka,Bangladesh,Bangladesh,28,Nov,2014,1
ODI # 3556,U.A.E.,Afghanistan,ICCA Dubai,U.A.E.,U.A.E.,28,Nov,2014,2
ODI # 3557,Sri Lanka,England,Colombo,Sri Lanka,Sri Lanka,29,Nov,2014,2
ODI # 3558,U.A.E.,Afghanistan,ICCA Dubai,U.A.E.,U.A.E.,30,Nov,2014,2
ODI # 3559,Bangladesh,Zimbabwe,Dhaka,Bangladesh,Bangladesh,1,Dec,2014,2
ODI # 3560,U.A.E.,Afghanistan,ICCA Dubai,Afghanistan,U.A.E.,2,Dec,2014,2
ODI # 3561,Sri Lanka,England,Hambantota,England,Sri Lanka,3,Dec,2014,2
ODI # 3562,U.A.E.,Afghanistan,ICCA Dubai,U.A.E.,U.A.E.,4,Dec,2014,1
ODI # 3563,Sri Lanka,England,Colombo,Sri Lanka,Sri Lanka,7,Dec,2014,2
ODI # 3564,New Zealand,Pakistan,Dubai,Pakistan,U.A.E.,8,Dec,2014,2
ODI # 3565,Sri Lanka,England,Pallekele,England,,10-11,Dec,2014,2
ODI # 3566,New Zealand,Pakistan,Sharjah,New Zealand,U.A.E.,12,Dec,2014,2
ODI # 3567,Sri Lanka,England,Pallekele,Sri Lanka,,13,Dec,2014,1
ODI # 3568,New Zealand,Pakistan,Sharjah,Pakistan,U.A.E.,14,Dec,2014,1
ODI # 3569,Sri Lanka,England,Colombo,Sri Lanka,Sri Lanka,16,Dec,2014,1
ODI # 3570,New Zealand,Pakistan,Abu Dhabi,New Zealand,U.A.E.,17,Dec,2014,1
ODI # 3571,New Zealand,Pakistan,Abu Dhabi,New Zealand,U.A.E.,19,Dec,2014,1
ODI # 3572,Afghanistan,Scotland,ICCA Dubai,Afghanistan,U.A.E.,8,Jan,2015,2
ODI # 3573,Afghanistan,Ireland,Dubai,Ireland,U.A.E.,10,Jan,2015,2
ODI # 3574,New Zealand,Sri Lanka,Christchurch,New Zealand,New Zealand,11,Jan,2015,2
ODI # 3575,Ireland,Scotland,Dubai,Ireland,U.A.E.,12,Jan,2015,2
ODI # 3576,Afghanistan,Scotland,Abu Dhabi,Scotland,U.A.E.,14,Jan,2015,1
ODI # 3577,New Zealand,Sri Lanka,Hamilton,Sri Lanka,New Zealand,15,Jan,2015,2
ODI # 3578,Australia,England,Sydney,Australia,Australia,16,Jan,2015,2
ODI # 3579,South Africa,West Indies,Durban,South Africa,South Africa,16,Jan,2015,1
ODI # 3581,Afghanistan,Ireland,Dubai,Afghanistan,U.A.E.,17,Jan,2015,1
ODI # 3582,Australia,India,Melbourne,Australia,Australia,18,Jan,2015,2
ODI # 3583,South Africa,West Indies,Johannesburg,South Africa,South Africa,18,Jan,2015,1
ODI # 3585,New Zealand,Sri Lanka,Nelson,New Zealand,New Zealand,20,Jan,2015,2
ODI # 3586,England,India,Brisbane,England,Australia,20,Jan,2015,2
ODI # 3587,South Africa,West Indies,East London,South Africa,South Africa,21,Jan,2015,2
ODI # 3588,New Zealand,Sri Lanka,Dunedin,New Zealand,New Zealand,23,Jan,2015,1
ODI # 3589,Australia,England,Hobart,Australia,Australia,23,Jan,2015,2
ODI # 3590,New Zealand,Sri Lanka,Dunedin,New Zealand,New Zealand,25,Jan,2015,1
ODI # 3591,South Africa,West Indies,Port Elizabeth,West Indies,South Africa,25,Jan,2015,2
ODI # 3593,South Africa,West Indies,Centurion,South Africa,South Africa,28,Jan,2015,1
ODI # 3594,New Zealand,Sri Lanka,Wellington,Sri Lanka,New Zealand,29,Jan,2015,1
ODI # 3595,England,India,Perth,England,Australia,30,Jan,2015,2
ODI # 3596,New Zealand,Pakistan,Wellington,New Zealand,New Zealand,31,Jan,2015,2
ODI # 3597,Australia,England,Perth,Australia,Australia,1,Feb,2015,1
ODI # 3598,New Zealand,Pakistan,Napier,New Zealand,New Zealand,3,Feb,2015,1
